id^iata_code^envelope_id^name^latitude^longitude^date_from^date_until^comment^country_code^country_name^continent_name^timezone^wiki_link
AAA^AAA^^Anaa Airport^-17.352606^-145.509956^^^^PF^French Polynesia^Oceania^Pacific/Tahiti^https://en.wikipedia.org/wiki/Anaa_Airport
AAB^AAB^^Arrabury Airport^-26.69317^141.0478^^^^AU^Australia^Oceania^Australia/Brisbane^https://en.wikipedia.org/wiki/Arrabury_Airport
AAC^AAC^^El Arish International Airport^31.07333^33.83583^^^^EG^Egypt^Africa^Africa/Cairo^https://en.wikipedia.org/wiki/El_Arish_International_Airport
AAD^AAD^^Adado Airport^6.09682^46.63825^2017-05-01^^^SO^Somalia^Africa^Africa/Mogadishu^https://en.wikipedia.org/wiki/Adado_Airport
AAE^AAE^^Rabah Bitat Annaba Airport^36.822225^7.809167^^^^DZ^Algeria^Africa^Africa/Algiers^https://en.wikipedia.org/wiki/Rabah_Bitat_Airport
AAF^AAF^^Apalachicola Municipal Airport^29.72938^-85.0288^^^^US^United States^North America^America/New_York^https://en.wikipedia.org/wiki/Apalachicola_Regional_Airport
AAG^AAG^^Avelino Vieira Airport^-24.10312^-49.78931^^^^BR^Brazil^South America^America/Sao_Paulo^https://en.wikipedia.org/wiki/Avelino_Vieira_Airport
AAH^AAH^^Aachen-Merzbrück Airport^50.82345^6.18844^^^^DE^Germany^Europe^Europe/Berlin^https://en.wikipedia.org/wiki/Aachen_Merzbr%C3%BCck_Airfield
AAI^AAI^^Arraias Airport^-13.02389^-46.88556^^^^BR^Brazil^South America^America/Araguaina^https://en.wikipedia.org/wiki/Arraias_Airport
AAJ^AAJ^^Cayana Airstrip^3.89789^-55.57889^^^^SR^Suriname^South America^America/Paramaribo^https://en.wikipedia.org/wiki/Cayana_Airstrip
AAK^AAK^^Aranuka Airport^0.18544^173.63536^^^^KI^Kiribati^Oceania^Pacific/Tarawa^https://en.wikipedia.org/wiki/Aranuka_Airport
AAL^AAL^^Aalborg Airport^57.092789^9.849164^^^^DK^Denmark^Europe^Europe/Copenhagen^https://en.wikipedia.org/wiki/Aalborg_Airport
AAM^AAM^^Malamala Airport^-24.8181^31.5446^^^^ZA^South Africa^Africa^Africa/Johannesburg^https://en.wikipedia.org/wiki/Mala_Mala_Airport
AAN^AAN^^Al Ain International Airport^24.26167^55.60917^^^^AE^United Arab Emirates^Asia^Asia/Dubai^https://en.wikipedia.org/wiki/Al_Ain_International_Airport
AAO^AAO^^Anaco Airport^9.43056^-64.47159^^^^VE^Venezuela^South America^America/Caracas^https://en.wikipedia.org/wiki/Anaco_Airport
AAP^AAP^^APT Pranoto Airport^-0.37306^117.25682^2019-02-01^^^ID^Indonesia^Asia^Asia/Makassar^https://en.wikipedia.org/wiki/Aji_Pangeran_Tumenggung_Pranoto_International_Airport
AAQ^AAQ^^Anapa Airport^45.0021^37.34727^^^^RU^Russia^Europe^Europe/Moscow^https://en.wikipedia.org/wiki/Anapa_Airport
AAR^AAR^^Aarhus Airport^56.3023^10.62627^^^^DK^Denmark^Europe^Europe/Copenhagen^https://en.wikipedia.org/wiki/Aarhus_Airport
AAT^AAT^^Altay Airport^47.75223^88.08738^^^^CN^China^Asia^Asia/Urumqi^https://en.wikipedia.org/wiki/Altay_Airport
AAU^AAU^^Asau Airport^-13.505^-172.62777^^^^WS^Samoa^Oceania^Pacific/Apia^https://en.wikipedia.org/wiki/Asau_Airport
AAV^AAV^^Allah Valley Airport^6.36667^124.73333^^^^PH^Philippines^Asia^Asia/Manila^https://en.wikipedia.org/wiki/Allah_Valley_Airport
AAX^AAX^^Araxá Airport^-19.5632^-46.9604^^^^BR^Brazil^South America^America/Sao_Paulo^https://en.wikipedia.org/wiki/Arax%C3%A1_Airport
AAY^AAY^^Al Ghaidah International Airport^16.1917^52.175^^^^YE^Yemen^Asia^Asia/Aden^https://en.wikipedia.org/wiki/Al_Ghaydah_Airport
AAZ^AAZ^^Quezaltenango^14.86^-91.5^^^^GT^Guatemala^North America^America/Guatemala^https://en.wikipedia.org/wiki/Quetzaltenango_Airport
ABA^ABA^^Abakan International Airport^53.74^91.385^^^^RU^Russia^Europe^Asia/Krasnoyarsk^https://en.wikipedia.org/wiki/Abakan_International_Airport
ABB^ABB^^Asaba International Airport^6.20856^6.66108^2011-10-01^^^NG^Nigeria^Africa^Africa/Lagos^https://en.wikipedia.org/wiki/Asaba_International_Airport
ABC^ABC^^Albacete Airport^38.94853^-1.86352^^^^ES^Spain^Europe^Europe/Madrid^https://en.wikipedia.org/wiki/Albacete_Airport
ABD^ABD^^Abadan International Airport^30.371111^48.228333^^^^IR^Iran^Asia^Asia/Tehran^https://en.wikipedia.org/wiki/Abadan_International_Airport
ABE^ABE^^Lehigh Valley International Airport^40.65253^-75.43554^^^^US^United States^North America^America/New_York^https://en.wikipedia.org/wiki/Lehigh_Valley_International_Airport
ABF^ABF^^Abaiang Atoll Airport^1.79807^173.04214^^^^KI^Kiribati^Oceania^Pacific/Tarawa^https://en.wikipedia.org/wiki/Abaiang_Atoll_Airport
ABG^ABG^^Abingdon Airport^-17.60856^143.18389^^^^AU^Australia^Oceania^Australia/Brisbane^https://en.wikipedia.org/wiki/Abingdon_Airport
ABH^ABH^^Alpha Airport^-23.646111^146.583611^^^^AU^Australia^Oceania^Australia/Brisbane^https://en.wikipedia.org/wiki/Alpha_Airport
